Deployment.Location.ID,start_date,end_date,park,year,effort,log_effort,trail,dist_to_trail,prox_to_trail_decay,elevation,elevation_scaled,mean_ndvi,mean_ndvi_scaled,canopy_cover,canopy_cover_scaled,recreation_park_month,rec_month_100,rec_month_100_scaled,recreation_park_year,rec_year_100,rec_year_100_scaled,recreation_site_month,rec_site_100,rec_site_100_scaled,lepus_detections,ursus_detections,odocoileus_detections,martes_detections,canis_detections,lynx_detections,marmota_detections,rare_detections
GARI01,2020-07-29,2020-08-25,Garibaldi,2020,21,3.091042453,Off trail,145.6418021,0.747303709,1550,0.532115278,0.805566667,0.716163715,11.08,-1.717461241,24807,5906.428571,1.43564652,59643,3911.016393,1.037513983,2,9.5238095,-0.502688033,0,0,2,0,0,0,0,0
GARI02,2020-07-29,2020-08-25,Garibaldi,2020,21,3.091042453,On trail,0,1,1615,0.73718293,0.843533333,0.86305039,87.46,0.679335489,24807,5906.428571,1.43564652,59643,3911.016393,1.037513983,1163,5538.095238,0.691017208,7,0,0,0,0,0,0,0
GARI05,2020-07-29,2020-08-25,Garibaldi,2020,21,3.091042453,On trail,0,1,1520,0.437468669,0.835866667,0.833389343,31.18,-1.086725259,24807,5906.428571,1.43564652,59643,3911.016393,1.037513983,1570,7476.190476,1.109482354,0,0,1,0,0,1,0,0
GARI07,2020-07-29,2020-08-25,Garibaldi,2020,21,3.091042453,On trail,0,1,1681,0.945405469,0.827466667,0.800891149,38.37,-0.861103781,24807,5906.428571,1.43564652,59643,3911.016393,1.037513983,2203,10490.47619,1.760313894,0,0,11,0,0,0,0,0
GARI09,2020-07-29,2020-08-25,Garibaldi,2020,21,3.091042453,Off trail,450.0068852,0.406564061,1478,0.304963417,0.796266667,0.680183572,84.6,0.589588976,24807,5906.428571,1.43564652,59643,3911.016393,1.037513983,12,57.1428571,-0.492406334,5,0,0,0,0,0,0,0
GARI10,2020-07-29,2020-08-25,Garibaldi,2020,21,3.091042453,On trail,0,1,1459,0.245020565,0.912666667,1.130515685,68.21,0.075272422,24807,5906.428571,1.43564652,59643,3911.016393,1.037513983,2267,10795.2381,1.826116768,1,0,0,0,0,0,0,0
GARI11,2020-07-29,2020-08-25,Garibaldi,2020,21,3.091042453,On trail,0,1,1350,-0.098862113,0.905666667,1.103433857,91.49,0.805796485,24807,5906.428571,1.43564652,59643,3911.016393,1.037513983,3353,15966.66667,2.942709267,3,0,0,0,0,1,0,0
GARI12,2020-07-29,2020-08-25,Garibaldi,2020,21,3.091042453,On trail,0,1,1070,-0.98223046,0.9158,1.142638026,93.54,0.870125279,24807,5906.428571,1.43564652,59643,3911.016393,1.037513983,3415,16261.90476,3.006455799,0,1,0,0,0,0,0,0
GARI16,2020-07-29,2020-08-25,Garibaldi,2020,21,3.091042453,On trail,0,1,709,-2.121144649,0.892633333,1.05301007,89.99,0.758726635,24807,5906.428571,1.43564652,59643,3911.016393,1.037513983,3665,17452.38095,3.263498272,0,0,1,0,0,0,0,0
GARI17,2020-07-29,2020-08-25,Garibaldi,2020,21,3.091042453,On trail,0,1,796,-1.846669485,0.8965,1.067969557,73.94,0.255079247,24807,5906.428571,1.43564652,59643,3911.016393,1.037513983,3605,17166.66667,3.20180808,0,1,0,0,0,0,0,0
GARI18,2020-07-29,2020-08-25,Garibaldi,2020,21,3.091042453,On trail,0,1,890,-1.550110111,0.884566667,1.021801489,87.28,0.673687107,24807,5906.428571,1.43564652,59643,3911.016393,1.037513983,3550,16904.7619,3.145258734,0,0,0,0,0,0,0,0
GARI21,2020-07-29,2020-08-25,Garibaldi,2020,21,3.091042453,Off trail,325.3640359,0.521665828,1489,0.339667174,0.877466667,0.994332778,73.14,0.229975327,24807,5906.428571,1.43564652,59643,3911.016393,1.037513983,2,9.5238095,-0.502688033,0,0,0,0,0,0,0,0
JOFF02,2020-07-29,2020-08-25,Joffre Lakes,2020,22,3.135494216,On trail,0,1,2013,1.992827937,0.220633333,-1.546845425,0,-2.065150528,647,168.4895833,-1.115270102,1642,113.3977901,-1.756896072,2,9.0909091,-0.502781503,0,0,0,0,0,0,0,0
JOFF03,2020-07-29,2020-08-25,Joffre Lakes,2020,23,3.17805383,On trail,0,1,1229,-0.480603434,0.723766667,0.39969321,88.25,0.70412561,647,168.4895833,-1.115270102,1642,113.3977901,-1.756896072,332,1443.478261,-0.193074787,6,0,0,1,0,0,0,0
JOFF04,2020-07-29,2020-08-25,Joffre Lakes,2020,23,3.17805383,On trail,0,1,1603,0.699324286,0.6301,0.037312557,77.57,0.368988282,647,168.4895833,-1.115270102,1642,113.3977901,-1.756896072,3,13.0434783,-0.501928082,0,0,0,0,0,0,2,0
JOFF05,2020-07-29,2020-08-25,Joffre Lakes,2020,23,3.17805383,Off trail,231.8578592,0.628942326,1597,0.680394964,0.824966667,0.791219068,87.28,0.673687107,647,168.4895833,-1.115270102,1642,113.3977901,-1.756896072,1,4.3478261,-0.503805609,0,1,0,5,0,0,0,0
JOFF06,2020-07-29,2020-08-25,Joffre Lakes,2020,23,3.17805383,On trail,0,1,1567,0.585748356,0.7098,0.345658514,17.9,-1.503450326,647,168.4895833,-1.115270102,1642,113.3977901,-1.756896072,81,352.173913,-0.428704504,0,0,0,3,0,0,0,0
JOFF08,2020-07-29,2020-08-25,Joffre Lakes,2020,23,3.17805383,Off trail,314.3639562,0.533269736,1489,0.339667174,0.793433333,0.669221878,97.37,0.990310294,647,168.4895833,-1.115270102,1642,113.3977901,-1.756896072,1,4.3478261,-0.503805609,0,0,0,0,0,0,0,0
JOFF09,2020-07-29,2020-08-25,Joffre Lakes,2020,23,3.17805383,On trail,0,1,1408,0.08412133,0.7878,0.647427455,73.14,0.229975327,647,168.4895833,-1.115270102,1642,113.3977901,-1.756896072,113,491.3043478,-0.398664062,0,0,0,3,0,0,0,0
JOFF10,2020-07-29,2020-08-25,Joffre Lakes,2020,23,3.17805383,Off trail,303.7751904,0.544683503,1518,0.431158895,0.781066667,0.621377317,38.37,-0.861103781,647,168.4895833,-1.115270102,1642,113.3977901,-1.756896072,1,4.3478261,-0.503805609,0,0,0,1,0,0,0,0
JOFF13,2020-07-29,2020-08-25,Joffre Lakes,2020,23,3.17805383,Off trail,649.5559073,0.272773959,1775,1.241964842,0.335933333,-1.100769028,0,-2.065150528,647,168.4895833,-1.115270102,1642,113.3977901,-1.756896072,2,8.6956522,-0.502866845,0,0,0,1,0,0,3,0
JOFF15,2020-07-29,2020-08-25,Joffre Lakes,2020,22,3.135494216,On trail,0,1,1318,-0.199818495,0.853466667,0.901480796,97.75,1.002234656,647,168.4895833,-1.115270102,1642,113.3977901,-1.756896072,108,490.9090909,-0.398749404,0,0,0,1,0,0,0,0
JOFF16,2020-07-29,2020-08-25,Joffre Lakes,2020,22,3.135494216,Off trail,408.1976608,0.442022134,1231,-0.47429366,0.852,0.895806507,79.67,0.434886072,647,168.4895833,-1.115270102,1642,113.3977901,-1.756896072,2,9.0909091,-0.502781503,0,1,1,0,0,0,0,0
JOFF19,2020-07-29,2020-08-25,Joffre Lakes,2020,22,3.135494216,Off trail,461.1717115,0.397586236,1364,-0.054693695,0.872366667,0.974601732,91.49,0.805796485,647,168.4895833,-1.115270102,1642,113.3977901,-1.756896072,1,4.5454545,-0.503762938,0,3,6,0,0,0,0,0
GARI02,2020-08-26,2020-09-22,Garibaldi,2020,28,3.36729583,On trail,0,1,1615,0.73718293,0.8084,0.727125406,87.46,0.679335489,16215,3563.736264,0.394155358,59643,3911.016393,1.037513983,1564,5585.714286,0.701298907,22,1,1,1,0,0,0,0
GARI05,2020-08-26,2020-09-22,Garibaldi,2020,28,3.36729583,On trail,0,1,1520,0.437468669,0.83745,0.839514993,31.18,-1.086725259,16215,3563.736264,0.394155358,59643,3911.016393,1.037513983,2059,7353.571429,1.083006979,0,4,0,0,0,0,0,0
GARI07,2020-08-26,2020-09-22,Garibaldi,2020,28,3.36729583,On trail,0,1,1681,0.945405469,0.8253,0.792508677,38.37,-0.861103781,16215,3563.736264,0.394155358,59643,3911.016393,1.037513983,2886,10307.14286,1.720729354,0,0,4,0,0,0,0,0
GARI09,2020-08-26,2020-09-22,Garibaldi,2020,28,3.36729583,Off trail,450.0068852,0.406564061,1478,0.304963417,0.80105,0.698689487,84.6,0.589588976,16215,3563.736264,0.394155358,59643,3911.016393,1.037513983,13,46.4285714,-0.494719717,6,0,0,0,0,0,0,0
GARI10,2020-08-26,2020-09-22,Garibaldi,2020,28,3.36729583,On trail,0,1,1459,0.245020565,0.9312,1.202218047,68.21,0.075272422,16215,3563.736264,0.394155358,59643,3911.016393,1.037513983,3064,10942.85714,1.857990033,8,0,0,0,0,0,0,0
GARI11,2020-08-26,2020-09-22,Garibaldi,2020,10,2.397895273,On trail,0,1,1350,-0.098862113,0.8979,1.073385922,91.49,0.805796485,16215,3563.736264,0.394155358,59643,3911.016393,1.037513983,1898,18980,3.593335173,0,0,0,0,0,0,0,0
GARI16,2020-08-26,2020-09-22,Garibaldi,2020,9,2.302585093,On trail,0,1,709,-2.121144649,0.8838,1.018835383,89.99,0.758726635,16215,3563.736264,0.394155358,59643,3911.016393,1.037513983,1690,18777.77778,3.549672225,0,0,0,0,0,0,0,0
GARI17,2020-08-26,2020-09-22,Garibaldi,2020,7,2.079441542,On trail,0,1,796,-1.846669485,0.8944,1.059845008,73.94,0.255079247,16215,3563.736264,0.394155358,59643,3911.016393,1.037513983,1343,19185.71429,3.637752113,0,0,0,0,0,0,0,0
GARI18,2020-08-26,2020-09-22,Garibaldi,2020,7,2.079441542,On trail,0,1,890,-1.550110111,0.89945,1.079382613,87.28,0.673687107,16215,3563.736264,0.394155358,59643,3911.016393,1.037513983,1291,18442.85714,3.477357609,0,0,0,0,0,0,0,0
JOFF03,2020-08-26,2020-09-22,Joffre Lakes,2020,28,3.36729583,On trail,0,1,1229,-0.480603434,0.76075,0.542775534,88.25,0.70412561,555,116.5966387,-1.138340158,1642,113.3977901,-1.756896072,288,1028.571429,-0.282659677,10,1,1,0,0,0,0,0
JOFF06,2020-08-26,2020-09-22,Joffre Lakes,2020,28,3.36729583,On trail,0,1,1567,0.585748356,0.73,0.423808932,17.9,-1.503450326,555,116.5966387,-1.138340158,1642,113.3977901,-1.756896072,24,85.7142857,-0.486237315,0,0,0,0,0,0,0,0
JOFF09,2020-08-26,2020-09-22,Joffre Lakes,2020,28,3.36729583,On trail,0,1,1408,0.08412133,0.7315,0.429612181,73.14,0.229975327,555,116.5966387,-1.138340158,1642,113.3977901,-1.756896072,119,425,-0.41298021,0,1,0,1,0,0,0,0
JOFF15,2020-08-26,2020-09-22,Joffre Lakes,2020,28,3.36729583,On trail,0,1,1318,-0.199818495,0.8272,0.799859459,97.75,1.002234656,555,116.5966387,-1.138340158,1642,113.3977901,-1.756896072,124,442.8571429,-0.409124573,0,1,0,1,0,0,0,0
GARI01,2020-09-23,2020-10-20,Garibaldi,2020,28,3.36729583,Off trail,145.6418021,0.747303709,1550,0.532115278,0.45705,-0.632188921,11.08,-1.717461241,15608,2944.90566,0.119041719,59643,3911.016393,1.037513983,3,10.7142857,-0.502430991,0,2,2,0,0,0,0,0
GARI02,2020-09-23,2020-10-20,Garibaldi,2020,28,3.36729583,On trail,0,1,1615,0.73718293,0.60855,-0.046060785,87.46,0.679335489,15608,2944.90566,0.119041719,59643,3911.016393,1.037513983,743,2653.571429,0.068203298,1,7,0,0,0,0,0,0
GARI03,2020-09-23,2020-10-20,Garibaldi,2020,28,3.091042453,Off trail,244.8130842,0.612855456,1664,0.89177239,0.5087,-0.432363718,14.05,-1.624262939,15608,2944.90566,0.119041719,59643,3911.016393,1.037513983,1,3.5714286,-0.503973246,0,6,5,0,0,0,0,0
GARI04,2020-09-23,2020-10-20,Garibaldi,2020,28,3.091042453,Off trail,267.1805777,0.586043561,1536,0.48794686,0.8081,0.725964757,83.77,0.56354366,15608,2944.90566,0.119041719,59643,3911.016393,1.037513983,1,3.5714286,-0.503973246,2,5,3,0,0,0,0,0
GARI05,2020-09-23,2020-10-20,Garibaldi,2020,28,3.36729583,On trail,0,1,1520,0.437468669,0.51255,-0.417468713,31.18,-1.086725259,15608,2944.90566,0.119041719,59643,3911.016393,1.037513983,1007,3596.428571,0.271780936,1,7,1,3,0,0,0,0
GARI06,2020-09-23,2020-10-20,Garibaldi,2020,28,3.091042453,Off trail,421.3716096,0.43052787,1658,0.872843069,0.5433,-0.298502111,81.62,0.496076876,15608,2944.90566,0.119041719,59643,3911.016393,1.037513983,1,3.5714286,-0.503973246,0,0,6,0,0,0,0,0
GARI07,2020-09-23,2020-10-20,Garibaldi,2020,28,3.36729583,On trail,0,1,1681,0.945405469,0.44,-0.698152516,38.37,-0.861103781,15608,2944.90566,0.119041719,59643,3911.016393,1.037513983,1434,5121.428571,0.601052343,0,0,1,0,0,0,0,0
GARI08,2020-09-23,2020-10-20,Garibaldi,2020,28,3.091042453,Off trail,310.5880771,0.537312104,1786,1.276668599,0.36025,-1.006691915,0,-2.065150528,15608,2944.90566,0.119041719,59643,3911.016393,1.037513983,2,7.1428571,-0.503202118,0,5,0,1,2,1,0,0
GARI09,2020-09-23,2020-10-20,Garibaldi,2020,28,3.36729583,Off trail,450.0068852,0.406564061,1478,0.304963417,0.5305,-0.348023168,84.6,0.589588976,15608,2944.90566,0.119041719,59643,3911.016393,1.037513983,16,57.1428571,-0.492406334,13,2,0,0,0,0,0,0
GARI10,2020-09-23,2020-10-20,Garibaldi,2020,17,2.890371758,On trail,0,1,1459,0.245020565,0.7317,0.430385947,68.21,0.075272422,15608,2944.90566,0.119041719,59643,3911.016393,1.037513983,793,4664.705882,0.502438755,1,0,0,1,0,0,0,0
GARI11,2020-09-23,2020-10-20,Garibaldi,2020,25,3.258096538,On trail,0,1,1350,-0.098862113,0.80045,0.696368187,91.49,0.805796485,15608,2944.90566,0.119041719,59643,3911.016393,1.037513983,2535,10140,1.68464059,0,2,0,0,0,0,0,0
GARI12,2020-09-23,2020-10-20,Garibaldi,2020,25,3.258096538,On trail,0,1,1070,-0.98223046,0.8246,0.789800494,93.54,0.870125279,15608,2944.90566,0.119041719,59643,3911.016393,1.037513983,2662,10648,1.794325754,0,1,0,0,0,0,0,0
GARI13,2020-09-23,2020-10-20,Garibaldi,2020,28,3.091042453,Off trail,306.934926,0.541252245,1342,-0.124101208,0.8178,0.763492433,68.21,0.075272422,15608,2944.90566,0.119041719,59643,3911.016393,1.037513983,3,10.7142857,-0.502430991,0,2,0,0,0,0,0,0
GARI14,2020-09-23,2020-10-20,Garibaldi,2020,28,3.091042453,Off trail,197.5455352,0.67361869,909,-1.490167259,0.48125,-0.538563172,90.53,0.775671781,15608,2944.90566,0.119041719,59643,3911.016393,1.037513983,2,7.1428571,-0.503202118,0,1,0,0,0,0,0,0
GARI16,2020-09-23,2020-10-20,Garibaldi,2020,7,2.079441542,On trail,0,1,709,-2.121144649,0.8701,0.965832377,89.99,0.758726635,15608,2944.90566,0.119041719,59643,3911.016393,1.037513983,1245,17785.71429,3.335470165,0,0,0,0,0,0,0,0
GARI17,2020-09-23,2020-10-20,Garibaldi,2020,23,3.17805383,On trail,0,1,796,-1.846669485,0.86645,0.951711138,73.94,0.255079247,15608,2944.90566,0.119041719,59643,3911.016393,1.037513983,2509,10908.69565,1.850614031,0,0,0,1,0,1,0,0
GARI18,2020-09-23,2020-10-20,Garibaldi,2020,25,3.258096538,On trail,0,1,890,-1.550110111,0.91055,1.122326655,87.28,0.673687107,15608,2944.90566,0.119041719,59643,3911.016393,1.037513983,2647,10588,1.781370813,0,0,0,0,0,1,0,0
GARI19,2020-09-23,2020-10-20,Garibaldi,2020,28,3.091042453,Off trail,348.8533486,0.497725431,954,-1.348197346,0.88995,1.042628703,73.94,0.255079247,15608,2944.90566,0.119041719,59643,3911.016393,1.037513983,1,3.5714286,-0.503973246,0,0,1,0,0,0,0,0
GARI20,2020-09-23,2020-10-20,Garibaldi,2020,28,3.091042453,Off trail,340.8224935,0.505784299,919,-1.458618389,0.8894,1.040500846,89.99,0.758726635,15608,2944.90566,0.119041719,59643,3911.016393,1.037513983,2,7.1428571,-0.503202118,0,0,0,0,0,0,0,0
GARI22,2020-09-23,2020-10-20,Garibaldi,2020,16,2.833213344,Off trail,616.9545369,0.291152215,507,-2.758431814,0.85445,0.905285147,70.18,0.137090825,15608,2944.90566,0.119041719,59643,3911.016393,1.037513983,1,6.25,-0.5033949,0,0,0,0,0,0,0,0
JOFF03,2020-09-23,2020-10-20,Joffre Lakes,2020,28,3.36729583,On trail,0,1,1229,-0.480603434,0.52095,-0.384970519,88.25,0.70412561,356,74.1666667,-1.157203259,1642,113.3977901,-1.756896072,208,742.8571429,-0.34434987,7,0,0,0,0,0,0,0
JOFF04,2020-09-23,2020-10-20,Joffre Lakes,2020,28,3.36729583,On trail,0,1,1603,0.699324286,0.35265,-1.036095042,77.57,0.368988282,356,74.1666667,-1.157203259,1642,113.3977901,-1.756896072,2,7.1428571,-0.503202118,0,0,1,0,0,0,0,0
JOFF06,2020-09-23,2020-10-20,Joffre Lakes,2020,28,3.36729583,On trail,0,1,1567,0.585748356,0.54845,-0.278577623,17.9,-1.503450326,356,74.1666667,-1.157203259,1642,113.3977901,-1.756896072,11,39.2857143,-0.496261971,0,0,0,0,0,0,0,0
JOFF07,2020-09-23,2020-10-20,Joffre Lakes,2020,28,3.135494216,Off trail,687.1191201,0.253032272,1276,-0.332323747,0.5704,-0.193656748,91.49,0.805796485,356,74.1666667,-1.157203259,1642,113.3977901,-1.756896072,2,7.1428571,-0.503202118,0,0,0,0,0,0,0,0
JOFF09,2020-09-23,2020-10-20,Joffre Lakes,2020,28,3.36729583,On trail,0,1,1408,0.08412133,0.5671,-0.206423895,73.14,0.229975327,356,74.1666667,-1.157203259,1642,113.3977901,-1.756896072,56,200,-0.461561238,0,1,0,0,0,0,0,0
JOFF11,2020-09-23,2020-10-20,Joffre Lakes,2020,28,3.135494216,Off trail,238.4830535,0.620663565,1253,-0.404886147,0.5609,-0.230410657,85.9,0.630382846,356,74.1666667,-1.157203259,1642,113.3977901,-1.756896072,1,3.5714286,-0.503973246,0,0,9,1,1,0,0,0
JOFF12,2020-09-23,2020-10-20,Joffre Lakes,2020,28,3.17805383,Off trail,260.5910944,0.593818128,1655,0.863378408,0.494,-0.489235557,84.93,0.599944343,356,74.1666667,-1.157203259,1642,113.3977901,-1.756896072,3,10.7142857,-0.502430991,2,0,0,0,0,0,0,0
JOFF14,2020-09-23,2020-10-20,Joffre Lakes,2020,28,3.17805383,On trail,0,1,1789,1.286133259,0.3126,-1.191041787,0,-2.065150528,356,74.1666667,-1.157203259,1642,113.3977901,-1.756896072,1,3.5714286,-0.503973246,0,0,0,0,0,0,0,1
JOFF15,2020-09-23,2020-10-20,Joffre Lakes,2020,28,3.36729583,On trail,0,1,1318,-0.199818495,0.4666,-0.59524157,97.75,1.002234656,356,74.1666667,-1.157203259,1642,113.3977901,-1.756896072,65,232.1428571,-0.454621091,0,0,2,0,0,0,0,0
JOFF17,2020-09-23,2020-10-20,Joffre Lakes,2020,4,1.609437912,On trail,0,1,1220,-0.508997417,0.5401,-0.310882375,91.49,0.805796485,356,74.1666667,-1.157203259,1642,113.3977901,-1.756896072,5,125,-0.477754913,0,0,1,0,0,0,0,0
JOFF18,2020-09-23,2020-10-20,Joffre Lakes,2020,28,3.135494216,Off trail,339.2540192,0.50737341,1292,-0.281845556,0.6101,-0.040064094,68.21,0.075272422,356,74.1666667,-1.157203259,1642,113.3977901,-1.756896072,2,7.1428571,-0.503202118,2,1,1,0,0,0,0,0
GARI12,2021-05-05,2021-06-01,Garibaldi,2021,16,2.833213344,On trail,0,1,1070,-0.98223046,0.78175,0.624021018,93.54,0.870125279,2514,476.1363636,-0.978499515,115472,3208.446791,0.520540646,621,3881.25,0.333278348,0,1,0,0,0,0,0,0
GARI14,2021-05-05,2021-06-01,Garibaldi,2021,16,2.833213344,Off trail,197.5455352,0.67361869,909,-1.490167259,0.47765,-0.55249097,90.53,0.775671781,2514,476.1363636,-0.978499515,115472,3208.446791,0.520540646,3,18.75,-0.500695954,0,1,0,0,0,0,0,0
GARI16,2021-05-05,2021-06-01,Garibaldi,2021,16,2.833213344,On trail,0,1,709,-2.121144649,0.8604,0.928304701,89.99,0.758726635,2514,476.1363636,-0.978499515,115472,3208.446791,0.520540646,640,4000,0.358918334,0,0,1,0,0,0,0,0
GARI17,2021-05-05,2021-06-01,Garibaldi,2021,16,2.833213344,On trail,0,1,796,-1.846669485,0.8523,0.896967157,73.94,0.255079247,2514,476.1363636,-0.978499515,115472,3208.446791,0.520540646,624,3900,0.337326766,0,0,0,0,0,0,0,0
GARI18,2021-05-05,2021-06-01,Garibaldi,2021,16,2.833213344,On trail,0,1,890,-1.550110111,0.78565,0.639109465,87.28,0.673687107,2514,476.1363636,-0.978499515,115472,3208.446791,0.520540646,626,3912.5,0.340025712,0,0,0,0,0,0,0,0
JOFF03,2021-05-05,2021-06-01,Joffre Lakes,2021,28,3.36729583,On trail,0,1,1229,-0.480603434,0.6693,0.188970794,88.25,0.70412561,181,35.9126984,-1.174209833,61704,1970.114943,-0.390663803,49,175,-0.46695913,0,0,0,1,0,0,0,0
JOFF06,2021-05-05,2021-06-01,Joffre Lakes,2021,28,3.36729583,On trail,0,1,1567,0.585748356,0.2518,-1.426266808,17.9,-1.503450326,181,35.9126984,-1.174209833,61704,1970.114943,-0.390663803,8,28.5714286,-0.498575354,0,0,0,1,0,0,0,0
JOFF09,2021-05-05,2021-06-01,Joffre Lakes,2021,28,3.36729583,On trail,0,1,1408,0.08412133,0.37995,-0.930475913,73.14,0.229975327,181,35.9126984,-1.174209833,61704,1970.114943,-0.390663803,41,146.4285714,-0.473128149,0,0,0,0,0,0,0,0
JOFF15,2021-05-05,2021-06-01,Joffre Lakes,2021,28,3.36729583,On trail,0,1,1318,-0.199818495,0.60415,-0.063083648,97.75,1.002234656,181,35.9126984,-1.174209833,61704,1970.114943,-0.390663803,43,153.5714286,-0.471585894,0,0,0,0,0,0,0,0
JOFF17,2021-05-05,2021-06-01,Joffre Lakes,2021,28,3.36729583,On trail,0,1,1220,-0.508997417,0.58585,-0.133883284,91.49,0.805796485,181,35.9126984,-1.174209833,61704,1970.114943,-0.390663803,40,142.8571429,-0.473899276,0,0,0,1,0,0,0,0
GARI03,2021-06-02,2021-06-29,Garibaldi,2021,28,3.36729583,Off trail,244.8130842,0.612855456,1664,0.89177239,0.46135,-0.615552941,14.05,-1.624262939,11702,1990.136054,-0.305420386,115472,3208.446791,0.520540646,1,3.5714286,-0.503973246,0,0,0,0,0,0,0,0
GARI05,2021-06-02,2021-06-29,Garibaldi,2021,28,3.36729583,On trail,0,1,1520,0.437468669,0.56275,-0.223253317,31.18,-1.086725259,11702,1990.136054,-0.305420386,115472,3208.446791,0.520540646,336,1200,-0.245645561,7,0,0,0,0,0,0,0
GARI07,2021-06-02,2021-06-29,Garibaldi,2021,28,3.36729583,On trail,0,1,1681,0.945405469,0.377,-0.941888969,38.37,-0.861103781,11702,1990.136054,-0.305420386,115472,3208.446791,0.520540646,162,578.5714286,-0.379821731,0,0,1,0,0,0,0,0
GARI10,2021-06-02,2021-06-29,Garibaldi,2021,28,3.36729583,On trail,0,1,1459,0.245020565,0.66665,0.178718388,68.21,0.075272422,11702,1990.136054,-0.305420386,115472,3208.446791,0.520540646,1148,4100,0.380509902,0,0,0,0,0,0,1,0
GARI11,2021-06-02,2021-06-29,Garibaldi,2021,28,3.36729583,On trail,0,1,1350,-0.098862113,0.9095,1.11826438,91.49,0.805796485,11702,1990.136054,-0.305420386,115472,3208.446791,0.520540646,1883,6725,0.947288553,0,0,5,0,0,0,0,0
GARI12,2021-06-02,2021-06-29,Garibaldi,2021,28,3.36729583,On trail,0,1,1070,-0.98223046,0.9033,1.094277618,93.54,0.870125279,11702,1990.136054,-0.305420386,115472,3208.446791,0.520540646,1964,7014.285714,1.009749874,0,1,3,0,0,0,0,0
GARI13,2021-06-02,2021-06-29,Garibaldi,2021,28,3.36729583,Off trail,306.934926,0.541252245,1342,-0.124101208,0.82995,0.810498749,68.21,0.075272422,11702,1990.136054,-0.305420386,115472,3208.446791,0.520540646,2,7.1428571,-0.503202118,1,1,0,0,0,0,0,0
GARI16,2021-06-02,2021-06-29,Garibaldi,2021,28,3.36729583,On trail,0,1,709,-2.121144649,0.8815,1.009937068,89.99,0.758726635,11702,1990.136054,-0.305420386,115472,3208.446791,0.520540646,2074,7407.142857,1.09457389,0,0,1,0,0,0,0,0
GARI17,2021-06-02,2021-06-29,Garibaldi,2021,28,3.36729583,On trail,0,1,796,-1.846669485,0.8865,1.029281231,73.94,0.255079247,11702,1990.136054,-0.305420386,115472,3208.446791,0.520540646,2076,7414.285714,1.096116145,0,0,1,0,0,0,0,0
GARI18,2021-06-02,2021-06-29,Garibaldi,2021,28,3.36729583,On trail,0,1,890,-1.550110111,0.8831,1.0161272,87.28,0.673687107,11702,1990.136054,-0.305420386,115472,3208.446791,0.520540646,2050,7321.428571,1.076066832,0,0,1,0,0,0,0,0
GARI19,2021-06-02,2021-06-29,Garibaldi,2021,28,3.36729583,Off trail,348.8533486,0.497725431,954,-1.348197346,0.8908,1.045917211,73.94,0.255079247,11702,1990.136054,-0.305420386,115472,3208.446791,0.520540646,4,14.2857143,-0.501659863,0,0,3,0,0,0,0,0
GARI20,2021-06-02,2021-06-29,Garibaldi,2021,28,3.36729583,Off trail,340.8224935,0.505784299,919,-1.458618389,0.88,1.004133819,89.99,0.758726635,11702,1990.136054,-0.305420386,115472,3208.446791,0.520540646,2,7.1428571,-0.503202118,1,0,2,0,0,0,0,0
JOFF03,2021-06-02,2021-06-29,Joffre Lakes,2021,28,3.36729583,On trail,0,1,1229,-0.480603434,0.7412,0.467139857,88.25,0.70412561,4605,913.6904762,-0.783976,61704,1970.114943,-0.390663803,1317,4703.571429,0.510830435,25,0,0,1,2,0,0,0
JOFF04,2021-06-02,2021-06-29,Joffre Lakes,2021,28,3.36729583,On trail,0,1,1603,0.699324286,0.46055,-0.618648007,77.57,0.368988282,4605,913.6904762,-0.783976,61704,1970.114943,-0.390663803,3,10.7142857,-0.502430991,0,0,0,0,0,0,1,0
JOFF06,2021-06-02,2021-06-29,Joffre Lakes,2021,28,3.36729583,On trail,0,1,1567,0.585748356,0.6893,0.266347446,17.9,-1.503450326,4605,913.6904762,-0.783976,61704,1970.114943,-0.390663803,220,785.7142857,-0.335096341,2,0,1,0,0,0,0,0
JOFF09,2021-06-02,2021-06-29,Joffre Lakes,2021,28,3.36729583,On trail,0,1,1408,0.08412133,0.8078,0.724804107,73.14,0.229975327,4605,913.6904762,-0.783976,61704,1970.114943,-0.390663803,779,2782.142857,0.095963885,0,0,0,1,1,0,0,0
JOFF15,2021-06-02,2021-06-29,Joffre Lakes,2021,28,3.36729583,On trail,0,1,1318,-0.199818495,0.88855,1.037212338,97.75,1.002234656,4605,913.6904762,-0.783976,61704,1970.114943,-0.390663803,996,3557.142857,0.263298534,0,0,0,0,1,0,0,0
JOFF17,2021-06-02,2021-06-29,Joffre Lakes,2021,28,3.36729583,On trail,0,1,1220,-0.508997417,0.8151,0.753046585,91.49,0.805796485,4605,913.6904762,-0.783976,61704,1970.114943,-0.390663803,1290,4607.142857,0.490009995,0,0,0,0,1,0,0,0
GARI01,2021-06-30,2021-07-27,Garibaldi,2021,28,3.36729583,Off trail,145.6418021,0.747303709,1550,0.532115278,0.765933333,0.562828982,11.08,-1.717461241,29492,5015.646259,1.039631259,115472,3208.446791,0.520540646,3,10.7142857,-0.502430991,0,0,1,0,0,0,0,0
