Deployment.Location.ID,start_date,end_date,park,year,effort,log_effort,trail,dist_to_trail,prox_to_trail_decay,elevation,elevation_scaled,mean_ndvi,mean_ndvi_scaled,canopy_cover,canopy_cover_scaled,recreation_park_month,rec_month_100,rec_month_100_scaled,recreation_park_year,rec_year_100,rec_year_100_scaled,recreation_site_month,rec_site_100,rec_site_100_scaled,lepus_detections,ursus_detections,odocoileus_detections,martes_detections,canis_detections,lynx_detections,marmota_detections,rare_detections
GARI09,2022-06-01,2022-06-28,Garibaldi,2022,28,3.36729583,Off trail,450.0068852,0.406564061,1478,0.304963417,0.11065,-1.972352527,84.6,0.589588976,8438,1435.034014,-0.552202205,84772,3680.937907,0.868214824,4,14.2857143,-0.501659863,0,0,0,0,0,0,0,0
GARI10,2022-06-01,2022-06-28,Garibaldi,2022,28,3.36729583,On trail,0,1,1459,0.245020565,0.2411,-1.467663317,68.21,0.075272422,8438,1435.034014,-0.552202205,84772,3680.937907,0.868214824,202,721.4285714,-0.348976635,1,0,0,0,0,0,0,0
GARI11,2022-06-01,2022-06-28,Garibaldi,2022,28,3.36729583,On trail,0,1,1350,-0.098862113,0.74545,0.483582395,91.49,0.805796485,8438,1435.034014,-0.552202205,84772,3680.937907,0.868214824,733,2617.857143,0.060492024,0,0,0,0,0,0,0,0
GARI12,2022-06-01,2022-06-28,Garibaldi,2022,28,3.36729583,On trail,0,1,1070,-0.98223046,0.74785,0.492867594,93.54,0.870125279,8438,1435.034014,-0.552202205,84772,3680.937907,0.868214824,1831,6539.285714,0.907189928,4,0,1,0,0,0,0,0
GARI13,2022-06-01,2022-06-28,Garibaldi,2022,28,3.36729583,Off trail,306.934926,0.541252245,1342,-0.124101208,0.72795,0.415877825,68.21,0.075272422,8438,1435.034014,-0.552202205,84772,3680.937907,0.868214824,2,7.1428571,-0.503202118,0,1,0,1,0,0,1,0
GARI16,2022-06-01,2022-06-28,Garibaldi,2022,28,3.36729583,On trail,0,1,709,-2.121144649,0.85375,0.902576964,89.99,0.758726635,8438,1435.034014,-0.552202205,84772,3680.937907,0.868214824,1992,7114.285714,1.031341442,0,0,0,0,0,0,0,0
GARI17,2022-06-01,2022-06-28,Garibaldi,2022,28,3.36729583,On trail,0,1,796,-1.846669485,0.84785,0.879750852,73.94,0.255079247,8438,1435.034014,-0.552202205,84772,3680.937907,0.868214824,1777,6346.428571,0.865549047,0,0,2,0,0,0,0,0
GARI18,2022-06-01,2022-06-28,Garibaldi,2022,28,3.36729583,On trail,0,1,890,-1.550110111,0.78565,0.639109465,87.28,0.673687107,8438,1435.034014,-0.552202205,84772,3680.937907,0.868214824,1885,6732.142857,0.948830808,3,0,3,0,0,0,0,0
GARI21,2022-06-01,2022-06-28,Garibaldi,2022,28,3.36729583,Off trail,325.3640359,0.521665828,1489,0.339667174,0.13225,-1.888785743,73.14,0.229975327,8438,1435.034014,-0.552202205,84772,3680.937907,0.868214824,4,14.2857143,-0.501659863,0,0,0,0,0,0,0,0
JOFF03,2022-06-01,2022-06-28,Joffre Lakes,2022,28,3.36729583,On trail,0,1,1229,-0.480603434,0.6916,0.275245761,88.25,0.70412561,9136,1812.698413,-0.384303871,63057,3171.881288,0.493634572,3281,11717.85714,2.025324682,13,0,0,0,1,0,0,0
JOFF04,2022-06-01,2022-06-28,Joffre Lakes,2022,28,3.36729583,On trail,0,1,1603,0.699324286,0.12575,-1.913933155,77.57,0.368988282,9136,1812.698413,-0.384303871,63057,3171.881288,0.493634572,6,21.4285714,-0.500117609,0,0,0,0,0,0,1,0
JOFF06,2022-06-01,2022-06-28,Joffre Lakes,2022,28,3.36729583,On trail,0,1,1567,0.585748356,0.4402,-0.69737875,17.9,-1.503450326,9136,1812.698413,-0.384303871,63057,3171.881288,0.493634572,659,2353.571429,0.003428595,0,0,0,0,0,0,0,0
JOFF09,2022-06-01,2022-06-28,Joffre Lakes,2022,28,3.36729583,On trail,0,1,1408,0.08412133,0.5786,-0.161932321,73.14,0.229975327,9136,1812.698413,-0.384303871,63057,3171.881288,0.493634572,1378,4921.428571,0.557869208,0,0,0,0,0,0,0,0
JOFF14,2022-06-01,2022-06-28,Joffre Lakes,2022,28,3.36729583,On trail,0,1,1789,1.286133259,0.01475,-2.343373572,0,-2.065150528,9136,1812.698413,-0.384303871,63057,3171.881288,0.493634572,1,3.5714286,-0.503973246,0,0,0,2,0,0,0,1
JOFF15,2022-06-01,2022-06-28,Joffre Lakes,2022,28,3.36729583,On trail,0,1,1318,-0.199818495,0.7776,0.607965363,97.75,1.002234656,9136,1812.698413,-0.384303871,63057,3171.881288,0.493634572,2634,9407.142857,1.526405244,0,0,0,0,0,0,0,0
JOFF17,2022-06-01,2022-06-28,Joffre Lakes,2022,28,3.36729583,On trail,0,1,1220,-0.508997417,0.82435,0.788833286,91.49,0.805796485,9136,1812.698413,-0.384303871,63057,3171.881288,0.493634572,1177,4203.571429,0.402872597,1,0,0,0,0,0,0,0
GARI01,2022-06-29,2022-07-26,Garibaldi,2022,28,3.36729583,Off trail,145.6418021,0.747303709,1550,0.532115278,0.452066667,-0.651468602,11.08,-1.717461241,29285,4980.442177,1.023980574,84772,3680.937907,0.868214824,4,14.2857143,-0.501659863,0,0,0,0,0,0,0,0
GARI02,2022-06-29,2022-07-26,Garibaldi,2022,28,3.36729583,On trail,0,1,1615,0.73718293,0.659766667,0.152087925,87.46,0.679335489,29285,4980.442177,1.023980574,84772,3680.937907,0.868214824,361,1289.285714,-0.226367376,5,0,1,0,0,0,0,0
GARI03,2022-06-29,2022-07-26,Garibaldi,2022,28,3.36729583,Off trail,244.8130842,0.612855456,1664,0.89177239,0.4788,-0.548041812,14.05,-1.624262939,29285,4980.442177,1.023980574,84772,3680.937907,0.868214824,5,17.8571429,-0.500888736,1,0,0,0,0,0,0,0
GARI04,2022-06-29,2022-07-26,Garibaldi,2022,28,3.36729583,Off trail,267.1805777,0.586043561,1536,0.48794686,0.733366667,0.436834003,83.77,0.56354366,29285,4980.442177,1.023980574,84772,3680.937907,0.868214824,3,10.7142857,-0.502430991,2,0,0,0,0,0,0,0
GARI05,2022-06-29,2022-07-26,Garibaldi,2022,28,3.36729583,On trail,0,1,1520,0.437468669,0.6464,0.100374528,31.18,-1.086725259,29285,4980.442177,1.023980574,84772,3680.937907,0.868214824,1296,4628.571429,0.49463676,1,0,2,0,0,0,1,0
GARI07,2022-06-29,2022-07-26,Garibaldi,2022,28,3.36729583,On trail,0,1,1681,0.945405469,0.4544,-0.642441327,38.37,-0.861103781,29285,4980.442177,1.023980574,84772,3680.937907,0.868214824,1318,4707.142857,0.511601563,0,0,1,2,0,0,0,0
GARI09,2022-06-29,2022-07-26,Garibaldi,2022,28,3.36729583,Off trail,450.0068852,0.406564061,1478,0.304963417,0.5493,-0.275289115,84.6,0.589588976,29285,4980.442177,1.023980574,84772,3680.937907,0.868214824,1,3.5714286,-0.503973246,6,0,0,0,0,0,0,0
GARI10,2022-06-29,2022-07-26,Garibaldi,2022,28,3.36729583,On trail,0,1,1459,0.245020565,0.630033333,0.037054634,68.21,0.075272422,29285,4980.442177,1.023980574,84772,3680.937907,0.868214824,3302,11792.85714,2.041518358,9,0,1,1,0,2,1,0
GARI11,2022-06-29,2022-07-26,Garibaldi,2022,28,3.36729583,On trail,0,1,1350,-0.098862113,0.868466667,0.959513285,91.49,0.805796485,29285,4980.442177,1.023980574,84772,3680.937907,0.868214824,4364,15585.71429,2.860455676,10,0,0,0,0,0,0,0
GARI12,2022-06-29,2022-07-26,Garibaldi,2022,28,3.36729583,On trail,0,1,1070,-0.98223046,0.877133333,0.993043165,93.54,0.870125279,29285,4980.442177,1.023980574,84772,3680.937907,0.868214824,4566,16307.14286,3.016223414,1,1,1,0,0,0,0,0
GARI16,2022-06-29,2022-07-26,Garibaldi,2022,28,3.36729583,On trail,0,1,709,-2.121144649,0.873166667,0.977696798,89.99,0.758726635,29285,4980.442177,1.023980574,84772,3680.937907,0.868214824,4871,17396.42857,3.251417276,0,0,4,0,0,0,0,0
GARI17,2022-06-29,2022-07-26,Garibaldi,2022,28,3.36729583,On trail,0,1,796,-1.846669485,0.860566667,0.928949507,73.94,0.255079247,29285,4980.442177,1.023980574,84772,3680.937907,0.868214824,4479,15996.42857,2.949135328,0,0,1,0,0,0,0,0
GARI18,2022-06-29,2022-07-26,Garibaldi,2022,28,3.36729583,On trail,0,1,890,-1.550110111,0.828766667,0.805920631,87.28,0.673687107,29285,4980.442177,1.023980574,84772,3680.937907,0.868214824,4711,16825,3.128036889,0,0,2,0,0,0,0,0
GARI19,2022-06-29,2022-07-26,Garibaldi,2022,28,3.36729583,Off trail,348.8533486,0.497725431,954,-1.348197346,0.878333333,0.997685764,73.94,0.255079247,29285,4980.442177,1.023980574,84772,3680.937907,0.868214824,4,14.2857143,-0.501659863,0,0,0,0,0,0,0,0
JOFF02,2022-06-29,2022-07-26,Joffre Lakes,2022,28,3.36729583,On trail,0,1,2013,1.992827937,0.0368,-2.258065813,0,-2.065150528,23255,4614.087302,0.861110118,63057,3171.881288,0.493634572,12,42.8571429,-0.495490844,0,0,0,0,0,0,0,0
JOFF03,2022-06-29,2022-07-26,Joffre Lakes,2022,28,3.36729583,On trail,0,1,1229,-0.480603434,0.693166667,0.281306933,88.25,0.70412561,23255,4614.087302,0.861110118,63057,3171.881288,0.493634572,6308,22528.57143,4.359527375,6,0,0,0,0,0,0,0
JOFF04,2022-06-29,2022-07-26,Joffre Lakes,2022,28,3.36729583,On trail,0,1,1603,0.699324286,0.355966667,-1.023263413,77.57,0.368988282,23255,4614.087302,0.861110118,63057,3171.881288,0.493634572,31,110.7142857,-0.480839423,0,0,0,0,0,0,3,0
JOFF06,2022-06-29,2022-07-26,Joffre Lakes,2022,28,3.36729583,On trail,0,1,1567,0.585748356,0.775666667,0.600485621,17.9,-1.503450326,23255,4614.087302,0.861110118,63057,3171.881288,0.493634572,1850,6607.142857,0.921841349,0,0,0,0,0,0,0,0
JOFF07,2022-06-29,2022-07-26,Joffre Lakes,2022,28,3.36729583,Off trail,687.1191201,0.253032272,1276,-0.332323747,0.8761,0.989045372,91.49,0.805796485,23255,4614.087302,0.861110118,63057,3171.881288,0.493634572,5,17.8571429,-0.500888736,2,1,1,0,0,0,0,0
JOFF09,2022-06-29,2022-07-26,Joffre Lakes,2022,28,3.36729583,On trail,0,1,1408,0.08412133,0.7825,0.626922643,73.14,0.229975327,23255,4614.087302,0.861110118,63057,3171.881288,0.493634572,4063,14510.71429,2.628346324,0,0,0,1,0,0,0,0
JOFF10,2022-06-29,2022-07-26,Joffre Lakes,2022,28,3.36729583,Off trail,303.7751904,0.544683503,1518,0.431158895,0.758266667,0.533167934,38.37,-0.861103781,23255,4614.087302,0.861110118,63057,3171.881288,0.493634572,3,10.7142857,-0.502430991,0,0,0,0,0,0,0,0
JOFF11,2022-06-29,2022-07-26,Joffre Lakes,2022,28,3.36729583,Off trail,238.4830535,0.620663565,1253,-0.404886147,0.8338,0.825393754,85.9,0.630382846,23255,4614.087302,0.861110118,63057,3171.881288,0.493634572,9,32.1428571,-0.497804226,0,0,0,0,0,0,0,0
JOFF13,2022-06-29,2022-07-26,Joffre Lakes,2022,28,3.36729583,Off trail,649.5559073,0.272773959,1775,1.241964842,0.269366667,-1.358304315,0,-2.065150528,23255,4614.087302,0.861110118,63057,3171.881288,0.493634572,3,10.7142857,-0.502430991,0,0,0,0,0,0,2,0
JOFF14,2022-06-29,2022-07-26,Joffre Lakes,2022,28,3.36729583,On trail,0,1,1789,1.286133259,0.3224,-1.153127228,0,-2.065150528,23255,4614.087302,0.861110118,63057,3171.881288,0.493634572,13,46.4285714,-0.494719717,0,0,0,0,0,0,0,0
JOFF15,2022-06-29,2022-07-26,Joffre Lakes,2022,28,3.36729583,On trail,0,1,1318,-0.199818495,0.881433333,1.009679145,97.75,1.002234656,23255,4614.087302,0.861110118,63057,3171.881288,0.493634572,5483,19582.14286,3.723347256,0,0,0,0,0,0,0,0
JOFF16,2022-06-29,2022-07-26,Joffre Lakes,2022,28,3.36729583,Off trail,408.1976608,0.442022134,1231,-0.47429366,0.858566667,0.921211842,79.67,0.434886072,23255,4614.087302,0.861110118,63057,3171.881288,0.493634572,2,7.1428571,-0.503202118,0,0,5,0,0,0,0,1
JOFF17,2022-06-29,2022-07-26,Joffre Lakes,2022,28,3.36729583,On trail,0,1,1220,-0.508997417,0.814566667,0.750983209,91.49,0.805796485,23255,4614.087302,0.861110118,63057,3171.881288,0.493634572,5467,19525,3.711009217,0,0,0,0,0,0,0,0
JOFF18,2022-06-29,2022-07-26,Joffre Lakes,2022,28,3.36729583,Off trail,339.2540192,0.50737341,1292,-0.281845556,0.7726,0.5886212,68.21,0.075272422,23255,4614.087302,0.861110118,63057,3171.881288,0.493634572,2,7.1428571,-0.503202118,9,0,4,0,0,0,0,0
JOFF19,2022-06-29,2022-07-26,Joffre Lakes,2022,28,3.36729583,Off trail,461.1717115,0.397586236,1364,-0.054693695,0.8759,0.988271606,91.49,0.805796485,23255,4614.087302,0.861110118,63057,3171.881288,0.493634572,4,14.2857143,-0.501659863,13,2,2,0,0,0,0,0
GARI01,2022-07-27,2022-08-23,Garibaldi,2022,13,2.63905733,Off trail,145.6418021,0.747303709,1550,0.532115278,0.7797,0.616089911,11.08,-1.717461241,34712,6873.663366,1.865650276,84772,3680.937907,0.868214824,2,15.3846154,-0.501422593,0,0,2,0,0,0,0,0
GARI02,2022-07-27,2022-08-23,Garibaldi,2022,28,3.36729583,On trail,0,1,1615,0.73718293,0.7791,0.613768612,87.46,0.679335489,34712,6873.663366,1.865650276,84772,3680.937907,0.868214824,783,2796.428571,0.099048394,11,0,1,0,0,0,0,0
GARI03,2022-07-27,2022-08-23,Garibaldi,2022,14,2.708050201,Off trail,244.8130842,0.612855456,1664,0.89177239,0.75355,0.514919939,14.05,-1.624262939,34712,6873.663366,1.865650276,84772,3680.937907,0.868214824,1,7.1428571,-0.503202118,0,0,2,0,1,0,0,0
GARI04,2022-07-27,2022-08-23,Garibaldi,2022,13,2.63905733,Off trail,267.1805777,0.586043561,1536,0.48794686,0.84875,0.883232801,83.77,0.56354366,34712,6873.663366,1.865650276,84772,3680.937907,0.868214824,1,7.6923077,-0.503083483,0,0,0,0,0,0,0,0
GARI05,2022-07-27,2022-08-23,Garibaldi,2022,28,3.36729583,On trail,0,1,1520,0.437468669,0.86805,0.95790127,31.18,-1.086725259,34712,6873.663366,1.865650276,84772,3680.937907,0.868214824,3813,13617.85714,2.435564468,0,0,1,0,0,1,0,0
GARI06,2022-07-27,2022-08-23,Garibaldi,2022,23,3.17805383,Off trail,421.3716096,0.43052787,1658,0.872843069,0.8295,0.808757774,81.62,0.496076876,34712,6873.663366,1.865650276,84772,3680.937907,0.868214824,1,4.3478261,-0.503805609,0,0,1,0,0,0,0,0
GARI07,2022-07-27,2022-08-23,Garibaldi,2022,28,3.36729583,On trail,0,1,1681,0.945405469,0.78175,0.624021018,38.37,-0.861103781,34712,6873.663366,1.865650276,84772,3680.937907,0.868214824,3800,13571.42857,2.425539812,0,0,1,0,0,0,0,0
GARI08,2022-07-27,2022-08-23,Garibaldi,2022,23,3.17805383,Off trail,310.5880771,0.537312104,1786,1.276668599,0.6384,0.069423868,0,-2.065150528,34712,6873.663366,1.865650276,84772,3680.937907,0.868214824,2,8.6956522,-0.502866845,0,0,0,0,0,0,0,0
GARI09,2022-07-27,2022-08-23,Garibaldi,2022,28,3.36729583,Off trail,450.0068852,0.406564061,1478,0.304963417,0.7832,0.629630825,84.6,0.589588976,34712,6873.663366,1.865650276,84772,3680.937907,0.868214824,3,10.7142857,-0.502430991,0,1,0,0,0,0,0,0
GARI10,2022-07-27,2022-08-23,Garibaldi,2022,14,2.708050201,On trail,0,1,1459,0.245020565,0.86495,0.945907889,68.21,0.075272422,34712,6873.663366,1.865650276,84772,3680.937907,0.868214824,1438,10271.42857,1.713018078,1,0,0,0,0,0,0,0
GARI11,2022-07-27,2022-08-23,Garibaldi,2022,28,3.36729583,On trail,0,1,1350,-0.098862113,0.8563,0.912442487,91.49,0.805796485,34712,6873.663366,1.865650276,84772,3680.937907,0.868214824,4680,16714.28571,3.104131938,1,1,0,0,0,3,0,0
GARI12,2022-07-27,2022-08-23,Garibaldi,2022,28,3.36729583,On trail,0,1,1070,-0.98223046,0.91845,1.152890432,93.54,0.870125279,34712,6873.663366,1.865650276,84772,3680.937907,0.868214824,4859,17353.57143,3.242163747,0,0,1,1,0,0,0,0
GARI13,2022-07-27,2022-08-23,Garibaldi,2022,23,3.17805383,Off trail,306.934926,0.541252245,1342,-0.124101208,0.87835,0.997750246,68.21,0.075272422,34712,6873.663366,1.865650276,84772,3680.937907,0.868214824,1,4.3478261,-0.503805609,0,0,0,0,0,0,0,0
GARI14,2022-07-27,2022-08-23,Garibaldi,2022,23,3.17805383,Off trail,197.5455352,0.67361869,909,-1.490167259,0.59675,-0.091713009,90.53,0.775671781,34712,6873.663366,1.865650276,84772,3680.937907,0.868214824,1,4.3478261,-0.503805609,0,0,0,0,0,0,0,0
GARI16,2022-07-27,2022-08-23,Garibaldi,2022,28,3.36729583,On trail,0,1,709,-2.121144649,0.90045,1.083251446,89.99,0.758726635,34712,6873.663366,1.865650276,84772,3680.937907,0.868214824,5198,18564.28571,3.50357594,0,0,0,0,0,2,0,0
GARI17,2022-07-27,2022-08-23,Garibaldi,2022,28,3.36729583,On trail,0,1,796,-1.846669485,0.8885,1.037018896,73.94,0.255079247,34712,6873.663366,1.865650276,84772,3680.937907,0.868214824,5086,18164.28571,3.41720967,0,1,0,0,0,1,0,0
GARI18,2022-07-27,2022-08-23,Garibaldi,2022,28,3.36729583,On trail,0,1,890,-1.550110111,0.84315,0.861567339,87.28,0.673687107,34712,6873.663366,1.865650276,84772,3680.937907,0.868214824,5042,18007.14286,3.383280065,0,0,0,0,0,0,0,0
GARI22,2022-07-27,2022-08-23,Garibaldi,2022,23,3.17805383,Off trail,616.9545369,0.291152215,507,-2.758431814,0.85025,0.88903605,70.18,0.137090825,34712,6873.663366,1.865650276,84772,3680.937907,0.868214824,1,4.3478261,-0.503805609,0,0,0,0,0,0,0,0
JOFF02,2022-07-27,2022-08-23,Joffre Lakes,2022,28,3.36729583,On trail,0,1,2013,1.992827937,0.1223,-1.927280627,0,-2.065150528,22467,4770.063694,0.930452572,63057,3171.881288,0.493634572,17,60.7142857,-0.491635207,0,0,0,0,0,0,5,0
JOFF03,2022-07-27,2022-08-23,Joffre Lakes,2022,28,3.36729583,On trail,0,1,1229,-0.480603434,0.70915,0.343143773,88.25,0.70412561,22467,4770.063694,0.930452572,63057,3171.881288,0.493634572,6434,22978.57143,4.456689429,5,0,0,0,0,0,0,0
JOFF04,2022-07-27,2022-08-23,Joffre Lakes,2022,28,3.36729583,On trail,0,1,1603,0.699324286,0.61375,-0.025942855,77.57,0.368988282,22467,4770.063694,0.930452572,63057,3171.881288,0.493634572,59,210.7142857,-0.459247855,0,0,0,0,0,0,1,0
JOFF05,2022-07-27,2022-08-23,Joffre Lakes,2022,17,2.890371758,Off trail,231.8578592,0.628942326,1597,0.680394964,0.80065,0.697141954,87.28,0.673687107,22467,4770.063694,0.930452572,63057,3171.881288,0.493634572,1,5.8823529,-0.503474281,0,0,1,1,0,0,0,0
JOFF06,2022-07-27,2022-08-23,Joffre Lakes,2022,28,3.36729583,On trail,0,1,1567,0.585748356,0.87425,0.981888032,17.9,-1.503450326,22467,4770.063694,0.930452572,63057,3171.881288,0.493634572,1567,5596.428571,0.70361229,0,0,1,0,0,0,0,0
JOFF08,2022-07-27,2022-08-23,Joffre Lakes,2022,17,2.890371758,Off trail,314.3639562,0.533269736,1489,0.339667174,0.73435,0.440638354,97.37,0.990310294,22467,4770.063694,0.930452572,63057,3171.881288,0.493634572,1,5.8823529,-0.503474281,0,0,0,0,0,0,0,0
JOFF09,2022-07-27,2022-08-23,Joffre Lakes,2022,28,3.36729583,On trail,0,1,1408,0.08412133,0.7909,0.659420836,73.14,0.229975327,22467,4770.063694,0.930452572,63057,3171.881288,0.493634572,3338,11921.42857,2.069278945,0,0,0,0,0,0,0,0
JOFF12,2022-07-27,2022-08-23,Joffre Lakes,2022,17,2.890371758,Off trail,260.5910944,0.593818128,1655,0.863378408,0.78355,0.630984917,84.93,0.599944343,22467,4770.063694,0.930452572,63057,3171.881288,0.493634572,1,5.8823529,-0.503474281,3,0,0,0,0,0,0,0
JOFF13,2022-07-27,2022-08-23,Joffre Lakes,2022,28,3.36729583,Off trail,649.5559073,0.272773959,1775,1.241964842,0.3448,-1.066465378,0,-2.065150528,22467,4770.063694,0.930452572,63057,3171.881288,0.493634572,1,3.5714286,-0.503973246,0,0,0,0,0,0,1,0
JOFF14,2022-07-27,2022-08-23,Joffre Lakes,2022,28,3.36729583,On trail,0,1,1789,1.286133259,0.4387,-0.703181999,0,-2.065150528,22467,4770.063694,0.930452572,63057,3171.881288,0.493634572,17,60.7142857,-0.491635207,0,0,0,2,0,0,0,0
JOFF15,2022-07-27,2022-08-23,Joffre Lakes,2022,28,3.36729583,On trail,0,1,1318,-0.199818495,0.8738,0.980147057,97.75,1.002234656,22467,4770.063694,0.930452572,63057,3171.881288,0.493634572,5724,20442.85714,3.909188962,1,0,0,0,0,1,0,0
JOFF17,2022-07-27,2022-08-23,Joffre Lakes,2022,28,3.36729583,On trail,0,1,1220,-0.508997417,0.8193,0.769295682,91.49,0.805796485,22467,4770.063694,0.930452572,63057,3171.881288,0.493634572,5307,18953.57143,3.58762883,3,0,0,0,0,0,0,0
